#[TITLE]
#Global Water Full network - Peak Day (Avg * 1.9)
# Paper Link : https://ascelibrary.org/doi/full/10.1061/%28ASCE%29WR.1943-5452.0000165

param: nodes:            E        	D      	    P   pmax:=         
208	1164	0	45	0
209	1171	0	45	0
210	1173	0.001907216637	45	0
211	1172	0	45	0
212	1175	0	45	0
213	1171	0	45	0
214	1166	0	45	0
215	1171	0	45	0
216	1173	0	45	0
217	1170	0	45	0
218	1171	0	45	0
219	1175	0	45	0
220	1161	0	45	0
221	1171	0	45	0
222	1175	0	45	0
223	1170	0	45	0
224	1162	0	45	0
225	1170	0	45	0
226	1175	0	45	0
227	1164	0	45	0
228	1163	0.002263045345	45	0
229	1173	0	45	0
230	1170	0	45	0
231	1166	0	45	0
232	1170	0	45	0
233	1163	0	45	0
234	1173	0	45	0
235	1163	0	45	0
236	1160	0	45	0
237	1157.8	0	45	0
238	1157.5	0	45	0
239	1157	0	45	0
240	1155.6	0	45	0
241	1154.3	0	45	0
242	1154.5	0	45	0
243	1155	0	45	0
244	1154.4	0	45	0
245	1154	0	45	0
246	1154	0	45	0
247	1154	0	45	0
248	1154	0.001386722517	45	0
249	1156	0	45	0
250	1158.1	0.001407542282	45	0
251	1162.2	0	45	0
252	1160.5	0	45	0
253	1161.3	0	45	0
254	1161.1	0	45	0
255	1160.6	0	45	0
256	1165	0	45	0
257	1163.5	0	45	0
258	1164.5	0.0002744423543	45	0
259	1163	0	45	0
260	1161	0	45	0
261	1158	0	45	0
264	1159.7	0	45	0
265	1161.2	0	45	0
266	1158.1	0.001681353734	45	0
267	1161.8	0.00115328879	45	0
268	1161	0	45	0
269	1160	0.0008611811809	45	0
270	1160	0.001232782438	45	0
272	1155.7	0.0005697044735	45	0
273	1156	0.0008611811809	45	0
274	1156.7	0.0006504599249	45	0
275	1156	0.001055498986	45	0
276	1158.2	0.001055498986	45	0
277	1155	0.0006668633759	45	0
278	1159.5	0.0007646531804	45	0
279	1158.4	0.0006668633759	45	0
280	1158.5	0.0006504599249	45	0
281	1157.6	0.0006504599249	45	0
282	1157.5	0.000472545571	45	0
283	1157	0.0006504599249	45	0
284	1156	0.0006504599249	45	0
285	1154.6	0.0005040906692	45	0
286	1154	0.0004081935707	45	0
